Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-0.7465277380118815,-0.9985313069828579,-1.2265685495516514,-0.38615050638489956,1.160455295,0.507365875,-0.7487476757983446,-0.9108741987039015,0.761046142,0.989943672,0.952581757,0.927163162,0.006900329,0.003145388,0.859631529,0.997563959,5
-0.744792533792573,-0.9890675885208396,-1.2051681144733648,-0.41556096872279474,1.178826797,0.529514251,-0.7464355871718038,-0.9081244478947494,0.798759229,0.989394132,0.948119004,0.92005198,0.00694797,0.003071052,0.846495646,0.997871751,5
-0.744792533792573,-0.9961514053420649,-1.2566546814505537,-0.33678959499654987,1.132879009,0.469924157,-0.7470387407265535,-0.9081244478947494,0.781313473,0.989959967,0.952623101,0.939218858,0.006806181,0.00326701,0.882132064,0.999348898,5
-0.7441120615497069,-1.015791415555811,-1.2460616095672905,-0.35079342056861784,1.141582018,0.482352224,-0.7454973483088597,-0.9070467303293371,0.764110482,0.989149746,0.965899596,0.935510513,0.006830968,0.003227429,0.875179919,0.999089658,5
-0.7432954948582675,-0.9805539677784334,-1.21500589499525,-0.397195317675073,1.168963657,0.517871223,-0.7437213961754299,-0.9057539231714937,0.779192888,0.988249454,0.944079243,0.924305534,0.006911118,0.003111647,0.85434072,0.998693253,5
-0.7432614712461243,-1.0023130684942552,-1.2216832495630854,-0.3882454401501654,1.163315112,0.510946829,-0.7442240241377213,-0.9057000664642014,0.762984155,0.988750871,0.957948542,0.926782809,0.006892534,0.003136682,0.858926376,0.999202033,5
-0.7409138420082362,-1.0075106619015448,-1.2521871221979575,-0.3291762955446324,1.132851229,0.469883494,-0.7430512255590412,-0.9019860748800997,0.770322199,0.989839521,0.963425036,0.939237666,0.006793627,0.003261246,0.882167393,0.999364415,5
-0.7387703544432079,-1.024533246044595,-1.2016106036593996,-0.4040375844003054,1.177161395,0.52758671,-0.7428501743741246,-0.8985986161413531,0.774277242,0.991645305,0.976510834,0.921362386,0.006918465,0.003075469,0.848908647,0.999302487,5
-0.737443433569619,-1.0180595409942972,-1.165770471213381,-0.45186395753256836,1.207992784,0.56099452,-0.7426826317200275,-0.8965033238106449,0.769196823,0.99272244,0.973459862,0.909040279,0.007007885,0.002951884,0.826354229,0.998229946,5
-0.7321357500752633,-1.0066211096248494,-1.2366248774933624,-0.3173995214774578,1.136755746,0.475535642,-0.7364165364567937,-0.8881351482193833,0.768949371,0.991790129,0.970792739,0.937213391,0.006780389,0.003226921,0.878368941,0.99849094,5
-0.7306727347531011,-0.8424684418530459,-1.1955861619411046,-0.3755179106998613,1.171793345,0.52126839,-0.7228120729441047,-0.8858321770735939,0.756964757,0.980619312,0.873118507,0.922654737,0.006882685,0.003076767,0.851291764,0.997538024,5
-0.7284952235759296,-0.9234689297917397,-1.0509317648163454,-0.596113064150316,1.308863717,0.645190802,-0.7279053696286581,-0.8824074030896256,0.761823348,0.987267905,0.921842182,0.873685862,0.007261095,0.002609775,0.763326986,0.999090996,5
-0.727202326314484,-0.9201156437225204,-0.9689634879663546,-0.6915601188167843,1.3828156,0.690678219,-0.7291116767381577,-0.8803755803994684,0.740935673,0.989565435,0.92092896,0.848239622,0.007474432,0.002386889,0.719510457,0.994950284,5
-0.7269641610294808,-0.9699957740021555,-1.280211208197922,-0.22457074167545435,1.092574316,0.402841974,-0.7285420317142274,-0.8800014314126847,0.773184303,0.989258727,0.951893863,0.956197485,0.006629811,0.003418781,0.91431363,0.998955589,5
-0.7262496651744714,-0.9253598105474385,-1.214210939783406,-0.33502511873251956,1.151845384,0.496263281,-0.7262969601493254,-0.8788792289489694,0.777110501,0.987847817,0.92490856,0.931401991,0.006804053,0.003158611,0.867509669,0.999237008,5
-0.7247186026280227,-0.992793461931083,-1.1668062449910344,-0.40511050413096017,1.193690859,0.546072628,-0.728743082899144,-0.876475761254819,0.775589974,0.991505309,0.968482156,0.914812218,0.006922531,0.002990698,0.836881394,0.99897767,5
-0.7240381303851565,-0.9502812463202048,-1.153019617804329,-0.4233799331356815,1.205504947,0.558465259,-0.723616277683771,-0.8754081000889776,0.777674419,0.987411805,0.94210463,0.910201041,0.006955411,0.002944773,0.828465935,0.998719784,5
-0.7225751150629944,-0.9915546090221772,-1.1177635196484617,-0.47609795675411093,1.238051321,0.589564969,-0.7276708099129222,-0.8731137672622695,0.773877293,0.992480968,0.969600136,0.898515141,0.007041108,0.002830886,0.807329459,0.999515303,5
-0.7222348789415614,-0.9562100423842544,-1.2372076927558475,-0.2751637626951192,1.125106823,0.458286561,-0.7237838203378681,-0.8725804223002533,0.772354369,0.989212882,0.947378132,0.941748668,0.006716811,0.003258989,0.886890554,0.997846613,5
-0.7221668317172747,-0.8963585433904552,-1.130722902540611,-0.4543981968220608,1.225284154,0.57785815,-0.7202319160710083,-0.8724737644366629,0.774847821,0.986025903,0.91103962,0.903168466,0.00700351,0.002874555,0.815713278,0.999480554,5
-0.7216905011472684,-0.9248987337129206,-1.106949936615337,-0.48670175774638785,1.246471264,0.596968354,-0.7214382231805079,-0.8717272470730798,0.785245659,0.987561263,0.928537748,0.89517394,0.007064502,0.002798279,0.801336382,0.998842773,5
-0.7190366594000906,-0.9979537966042705,-1.2070849329214604,-0.3174256125057273,1.150240653,0.494138341,-0.7232476838447572,-0.8675710824794767,0.777655945,0.99164181,0.976946683,0.93186947,0.006778015,0.003152845,0.868380709,0.998846794,5
-0.7170973135079222,-1.0014188588757966,-1.237769013041016,-0.26016385429417815,1.120866215,0.451705439,-0.7211701549339524,-0.8645370967430172,0.772270531,0.991502822,0.980968377,0.944193232,0.006683582,0.003276669,0.891500859,0.999253193,5
-0.7164168412650561,-0.9997235864741362,-1.2470937216002718,-0.24146669579997906,1.111757361,0.436968432,-0.7207680525641192,-0.8634731805911676,0.774212284,0.991753984,0.980466376,0.948038274,0.006654394,0.003315826,0.898776569,0.999221466,5
-0.7163487940407695,-0.9336033054676023,-1.25543773988344,-0.22070579113173266,1.102632806,0.421302377,-0.7163114179651349,-0.8633668076926219,0.789741311,0.987743509,0.938453277,0.951267141,0.0066316,0.003349716,0.904909174,0.997782541,5
-0.7156342981857601,-0.9376039620418508,-1.2465969550067404,-0.23429952318672362,1.110108127,0.43420694,-0.7168475544582458,-0.8622500886982901,0.761880964,0.988880309,0.941538949,0.948189147,0.006650945,0.003316218,0.899062659,0.998056765,5
-0.7152600384521837,-0.9349911933129179,-1.0362496744025205,-0.5645622695691757,1.305469433,0.642831065,-0.717718776259551,-0.8616652881545669,0.779448988,0.990015147,0.940247873,0.874246265,0.007212236,0.002598872,0.764306531,0.997778814,5
-0.714851755106464,-0.9776151851261035,-1.1119639524065879,-0.45337332373994155,1.233820224,0.5857513,-0.7190926260231477,-0.8610274368993578,0.770514671,0.991642937,0.967478615,0.899716352,0.007006752,0.002832168,0.809489514,0.998764533,5
-0.7146476134336042,-0.9423777373487258,-1.2091036089393603,-0.29733162728367113,1.143813985,0.48544352,-0.7161773838418571,-0.8607085559556212,0.778069153,0.989164995,0.945354229,0.934499156,0.006745324,0.003173206,0.873288673,0.998879798,5
-0.7142053064757412,-0.9916011824398052,-1.211770803013943,-0.28994324030898466,1.140593884,0.48097147,-0.7193271857388838,-0.8600177501013981,0.779804909,0.992446054,0.977128658,0.935679416,0.006735449,0.003184598,0.875495969,0.998585347,5
-0.7138990939664515,-0.8647771088968789,-0.972645943289001,-0.6467134703027912,1.364864213,0.680580172,-0.7132956501913861,-0.8595395821285099,0.780878628,0.9872233,0.899489569,0.854599524,0.007373438,0.002426053,0.730340347,0.996815403,5
-0.7124360786442894,-0.8914683345395108,-1.1120801306379229,-0.4439697788605458,1.230899418,0.583080944,-0.710413916540915,-0.8572559279031566,0.767625332,0.985936684,0.9163206,0.90075274,0.006990948,0.002838822,0.811355498,0.998697011,5
-0.7122659605835728,-0.9614029784497814,-1.1332306673754997,-0.41146054631597634,1.211220556,0.564236127,-0.7162444009034961,-0.8569904854931563,0.760670804,0.991387028,0.9593916,0.908165329,0.006933347,0.002909259,0.824764265,0.998971432,5
-0.7104627091399776,-0.931935977116518,-1.1879702586272058,-0.3143310709368661,1.158103377,0.504381753,-0.7119553089586088,-0.8541780693530763,0.76059302,0.989114726,0.942496457,0.928501286,0.006775904,0.003106541,0.862114638,0.998417873,5
-0.7088976229813855,-0.916459630438719,-1.1469405692406018,-0.37891010619536475,1.195286422,0.547784367,-0.7098107629861652,-0.8517389827145037,0.762907351,0.988583704,0.934338332,0.914395217,0.00687552,0.002964975,0.836118613,0.999401225,5
-0.708727504920669,-0.937981206724638,-1.132081984365176,-0.39868256178037564,1.207974042,0.560975566,-0.7104474250717344,-0.851473968595162,0.754431565,0.989314008,0.947743902,0.90923218,0.006914025,0.002914808,0.826703157,0.998635954,5
-0.7082171507385194,-0.8825681544307913,-1.1498241710267936,-0.3723187475260653,1.192040817,0.54428951,-0.7056221966337363,-0.8506790527009147,0.775204425,0.985417304,0.91458402,0.915702021,0.006863577,0.002976782,0.838510191,0.999538373,5
-0.7076047257199399,-0.9824308765088431,-1.152769426943596,-0.3626536885899647,1.187892253,0.539747143,-0.7121898686743449,-0.8497253977872171,0.764060649,0.991911177,0.977040422,0.917005183,0.00685191,0.002988674,0.840898506,0.998896821,5
-0.7073665604349367,-0.9323318511663565,-1.1548314332183074,-0.357104910007421,1.185348348,0.536918908,-0.7089060326540405,-0.8493546043059909,0.775805676,0.9891451,0.945408164,0.917839581,0.006844939,0.002996515,0.842429496,0.998572412,5
-0.7072304659863635,-0.9434582406376962,-1.1327511105157586,-0.3962783647573588,1.206953791,0.559941518,-0.7105479506641927,-0.8491427386967889,0.781313572,0.99075638,0.952462642,0.910087409,0.006902816,0.002921047,0.828259093,0.999670452,5
-0.7066520645799274,-0.9707642353930181,-1.185393672338431,-0.30659686130034425,1.15713587,0.503143726,-0.7085374388150268,-0.8482424633003978,0.790183599,0.989455292,0.970325944,0.929173821,0.006759243,0.00310789,0.86336399,0.999029442,5
-0.7051550256456219,-0.9566338604846697,-1.1948352677034209,-0.28355184626369684,1.146526426,0.489149967,-0.7088055070615823,-0.8459134355579334,0.784843629,0.991047064,0.962593368,0.933272294,0.006724978,0.003147053,0.870997175,0.998621278,5
-0.7046446714634723,-0.9379486053322987,-1.1477537166339637,-0.3602454849048731,1.189512059,0.541530905,-0.7068955208048747,-0.8451198095942143,0.782490866,0.989777179,0.951253518,0.916456329,0.006846785,0.002979295,0.839892203,0.999061903,5
-0.7040662700570361,-0.9213498392896635,-1.149288809271486,-0.3552701895210331,1.18737462,0.539174328,-0.705287111325542,-0.8442205914350008,0.783793605,0.988844743,0.941458316,0.917242866,0.006839117,0.002986188,0.841334475,0.998979202,5
-0.7036239630991732,-0.8364977297131305,-1.1448783543559933,-0.3593585519859949,1.190581987,0.542701939,-0.7024053776750708,-0.8435331141073961,0.759099437,0.986648784,0.891708502,0.915860765,0.006848062,0.002972113,0.838800941,0.998661291,5
-0.7033517742020267,-0.9872838266256855,-1.174340728677939,-0.31220650785006365,1.163725525,0.511456521,-0.7090400667773182,-0.8431101180650846,0.784302326,0.992885182,0.984008731,0.926541314,0.006768286,0.00307693,0.858478807,0.9990337,5
-0.7014124283098583,-0.9372127453337755,-1.1661049101716108,-0.31867023268964806,1.169286684,0.518261408,-0.7034441421304732,-0.8400977913582172,0.769320176,0.989565217,0.953586944,0.924375508,0.00677818,0.003052717,0.854470079,0.999120486,5
-0.7003236727212725,-0.936793584575123,-1.103571444559268,-0.4145003153714335,1.225977906,0.578509868,-0.7037122103770287,-0.8384078204923053,0.765034405,0.99078341,0.954265043,0.902796056,0.006936777,0.002842471,0.815040719,0.999221913,5
-0.6986565157262505,-0.959325804023571,-1.147355742559795,-0.33808897215557326,1.183349841,0.534673644,-0.7011655620347519,-0.8358216649116518,0.7849831,0.989982645,0.970006874,0.918805149,0.006810774,0.002994125,0.844202902,0.99898737,5
-0.6985204212776773,-0.9470350791115302,-1.149485014454804,-0.33538780711094424,1.181605154,0.532696427,-0.7022378350209737,-0.8356106356495634,0.758915235,0.991070068,0.962284651,0.919620402,0.006804317,0.003001917,0.845701683,0.999285467,5
-0.6985204212776773,-0.9308275297769708,-1.1546313413645624,-0.3262984355926289,1.176673909,0.527019605,-0.7011990705655713,-0.8356106356495634,0.794032183,0.990134584,0.952088655,0.921459408,0.006790737,0.003019962,0.849087441,0.999099038,5
-0.6982822559926741,-0.8899220970742597,-1.1050234836531732,-0.4028989842684698,1.221823306,0.574579254,-0.6959047226961012,-0.8352413681645837,0.769057978,0.985606061,0.927264249,0.904130132,0.006920149,0.002852456,0.817451295,0.998781044,5
-0.696479004549079,-0.9194636158757278,-1.0821845644626105,-0.4333635672117511,1.241712486,0.592813998,-0.6992220672472249,-0.8324467631828988,0.781922043,0.990182669,0.946779791,0.89705595,0.006969046,0.002783756,0.804709378,0.999217682,5
-0.6963769337126491,-0.9566664618770095,-1.1126415639686782,-0.3871667401712875,1.213605695,0.566603091,-0.7008974937881964,-0.8322886463652331,0.772061611,0.991781072,0.970297635,0.907543857,0.006888192,0.002882408,0.823635852,0.99956916,5
-0.6952201308997766,-0.8858469230318059,-1.1857999080637707,-0.2522320018998661,1.142115946,0.483095172,-0.6953685862029902,-0.8304971604960073,0.808562858,0.987854374,0.927383997,0.934146543,0.00668854,0.003141747,0.872629764,0.996644368,5
-0.6949819656147735,-0.9220810419464239,-0.9862322187336535,-0.559537156170409,1.328027061,0.658024288,-0.6991885587164054,-0.8301284410207288,0.779311992,0.991489879,0.949681133,0.866247896,0.007212031,0.002504991,0.750385418,0.996532141,5
-0.6923961710918822,-0.9405241153271295,-1.1057654472895135,-0.3822776579444124,1.215348733,0.568317852,-0.6961057738810178,-0.8261277442502033,0.767684831,0.991028672,0.963472928,0.906787962,0.006881589,0.002870063,0.822264408,0.999338006,5
-0.6921580058068791,-0.9339805501503895,-1.119031674362572,-0.3599423370787095,1.20266426,0.555543833,-0.6952010435488931,-0.8257594935339927,0.779469946,0.990430332,0.959545923,0.911496183,0.00684531,0.00291469,0.830825292,0.999203884,5
-0.6918858169097327,-0.9079506670380755,-1.2176207897528701,-0.19708911975670645,1.113340533,0.43959156,-0.6952345520797125,-0.8253386827857526,0.799516082,0.990702604,0.943595321,0.947407115,0.006585037,0.003272537,0.897580242,0.999312465,5
-0.6913414391154398,-0.9236179647281496,-1.2310300952452067,-0.16806883527265648,1.099961565,0.416528466,-0.6936931596620187,-0.8244972164181731,0.769153036,0.989808262,0.953753937,0.952727566,0.006546663,0.003327167,0.907689816,0.998423911,5
-0.689810376568991,-0.905291324891514,-1.1307536416168258,-0.33043470486141124,1.188771846,0.540717403,-0.6918836989977694,-0.822131696288131,0.790153816,0.98955314,0.943721321,0.916575134,0.006800209,0.002960563,0.840109976,0.998699087,5
-0.6897763529568477,-0.9556232173221412,-1.1639092339005157,-0.2787108928163812,1.159189666,0.505764488,-0.6938271937852964,-0.8220791463732038,0.772630835,0.991319339,0.975402341,0.928440728,0.006713199,0.00307699,0.862002186,0.999224026,5
-0.6890958807139816,-0.9499272883462316,-1.103480510456303,-0.37214431233170475,1.213415795,0.566415511,-0.6928554463915328,-0.821028341985785,0.775992617,0.99105497,0.972334053,0.907341385,0.006867213,0.002871066,0.82326839,0.998966867,5
-0.6890618571018383,-0.9322573336981518,-1.1275450419270152,-0.33176623964562957,1.190621317,0.542744878,-0.6921852757751442,-0.8209758089326946,0.800820453,0.990486545,0.961128742,0.915751462,0.006804042,0.002951598,0.83860074,0.998455917,5
-0.6889597862654084,-0.9373571229284222,-1.165302492785631,-0.27198645303275004,1.156713709,0.502601593,-0.6929894805148106,-0.8208182182043424,0.746177996,0.991295675,0.964439446,0.929285523,0.006704642,0.003084267,0.863571584,0.998905089,5
-0.6879390779011092,-0.9169952247414416,-1.1455608804875554,-0.2966193692929511,1.172467827,0.522071263,-0.6907444089499087,-0.8192427071739884,0.789785166,0.990197261,0.952538233,0.922603526,0.006750114,0.003016833,0.851197267,0.998001409,5
-0.6877009126161061,-0.8653499619337035,-1.1827784734066038,-0.23543963053382116,1.138962252,0.478674896,-0.6883653032617291,-0.8188751916338701,0.80291471,0.988291949,0.92142762,0.936193476,0.006651419,0.003151785,0.876458224,0.998252833,5
-0.6872586056582431,-0.889032544797564,-1.0392420004038403,-0.45775027020288245,1.269492841,0.616038378,-0.6876951326453404,-0.8181927661126221,0.746568182,0.988088434,0.935962647,0.886393473,0.007023724,0.002674566,0.785693388,0.997432131,5
-0.6865441098032337,-0.9290530825653425,-1.160027651690575,-0.27402152216117726,1.159653709,0.506352834,-0.6892700335938537,-0.817090671389498,0.781242573,0.990119887,0.961276389,0.928379984,0.00670393,0.003071937,0.861889394,0.999493233,5
-0.6860337556210842,-0.9094177296933591,-1.0818369236445324,-0.3952417314006294,1.230319577,0.582547095,-0.6883653032617291,-0.8163036771862606,0.785669916,0.989766742,0.949462632,0.90115436,0.006904893,0.002808882,0.81207918,0.999116914,5
-0.6848429291960684,-0.8540698801841916,-1.1747705338253807,-0.24202254968555445,1.144315272,0.486132629,-0.683305515107995,-0.8144680537725733,0.777974713,0.986337488,0.917134004,0.934450294,0.00665532,0.00313021,0.873197353,0.999213067,5
-0.6846728111353519,-0.9237716570063222,-1.1044371080374187,-0.35302560637233604,1.207370616,0.560364527,-0.6874605729296044,-0.8142059011069662,0.768683025,0.990166005,0.959562001,0.909469438,0.006837606,0.002885601,0.827134659,0.998658083,5
-0.6843665986260622,-0.8699747023041685,-1.147784139881787,-0.28331894709940597,1.167756413,0.516407505,-0.6824678018375091,-0.813734078243331,0.776708646,0.986018383,0.926926508,0.924873972,0.006722801,0.003034312,0.855391863,0.998889334,5
-0.6839242916681991,-0.8698163526842332,-1.2843180133443917,-0.04696388249575709,1.047159612,0.296720861,-0.6846458563407722,-0.8130526678046689,0.765319396,0.988330934,0.927198033,0.97673884,0.006364564,0.003573241,0.954018762,0.999009917,5
-0.6837881972196259,-0.7765344545170241,-1.0867125390060386,-0.3738902780389247,1.221685649,0.574447868,-0.6783462525467191,-0.8128430313303148,0.770801656,0.982907768,0.874124721,0.903723266,0.006878366,0.002830133,0.816715741,0.9977699,5
-0.6825293235703236,-0.8299215631440506,-1.1088244457131555,-0.3371373333090058,1.20074238,0.553546741,-0.6804572899883433,-0.8109044866361104,0.766699205,0.98586414,0.905000877,0.911863953,0.006813135,0.002905675,0.831495868,0.998412327,5
-0.6819168985517441,-0.8626533610530399,-1.123088710315466,-0.3134825620182728,1.187442927,0.539249994,-0.6805578155808015,-0.8099618054059148,0.757018349,0.986490525,0.924597414,0.917107114,0.006772337,0.002955279,0.841085458,0.998740978,5
-0.6817808041031709,-0.8809054834214702,-1.10626577773257,-0.34351254310321977,1.203762369,0.556677424,-0.6833725321696338,-0.8097523544117673,0.791587732,0.989093306,0.935626643,0.911277783,0.006815246,0.002899108,0.830427198,0.999637011,5
-0.681678733266741,-0.9422240450705531,-1.120127326173166,-0.3182283788839472,1.190144523,0.542223823,-0.6862207572892854,-0.8095952762832593,0.789784689,0.991708973,0.973842946,0.916162872,0.006778598,0.002945848,0.839354409,0.998953052,5
-0.6814745915938811,-0.9281635302886466,-1.1123381647646151,-0.3299157366842548,1.197051022,0.549663318,-0.6845118222174945,-0.8092811385742636,0.764328704,0.990371926,0.965071386,0.913517768,0.006797608,0.002920141,0.834514712,0.998956688,5
-0.6803858360052953,-0.8938482361803036,-1.176422658945939,-0.21956461608133399,1.137563711,0.476689675,-0.6817306141594817,-0.8076062236425847,0.777926846,0.98886994,0.94465755,0.936913921,0.006624652,0.003148775,0.877807695,0.998562178,5
-0.6801476707202923,-0.9290577399071052,-1.1123886576830289,-0.32157979299682643,1.194635275,0.547087283,-0.6851819928338831,-0.8072399440751166,0.799274662,0.992136855,0.96677736,0.914074748,0.006789457,0.00292376,0.835532645,0.998156772,5
-0.680011576271719,-0.8710505482513763,-1.1404371929960018,-0.2793338144515003,1.169973519,0.51908899,-0.6811944776663708,-0.8070306600131554,0.77866227,0.988725739,0.931172778,0.924038522,0.006715841,0.003020233,0.853847189,0.998978601,5
-0.6794671984774261,-0.9106845266528416,-0.9828617389292141,-0.5201798966302005,1.316483846,0.650391531,-0.6847463819332305,-0.8061936451705365,0.787721471,0.992349923,0.955822961,0.871210282,0.007121352,0.002530662,0.759007355,0.999220922,5
-0.6794671984774261,-0.9444129956990708,-1.148038530910502,-0.2666041518143519,1.163022358,0.510582618,-0.6849474331181471,-0.8061936451705365,0.772417336,0.99252858,0.977167183,0.926985107,0.006692874,0.003048481,0.859301388,0.999386727,5
-0.6790929387438498,-0.889917439732497,-1.195250568053222,-0.18109384106901324,1.119093377,0.448903019,-0.6802897473342461,-0.805618315920641,0.774410223,0.988734835,0.94334064,0.944420849,0.00656822,0.003223218,0.891930741,0.998153785,5
-0.6790589151317065,-0.9369845355873982,-1.066228809236391,-0.3923813165218917,1.236712666,0.588365282,-0.6841097198476613,-0.8055660172470845,0.769355964,0.992144399,0.972758069,0.898658427,0.006902589,0.002776965,0.807586968,0.998753033,5
-0.6772556636881113,-0.9622459573088491,-1.134759671867202,-0.2803096619720779,1.172812181,0.522480157,-0.6832720065771755,-0.8027953543877181,0.769979556,0.992989184,0.9906854,0.923144321,0.006714127,0.003007791,0.852195437,0.999465189,5
-0.6767112858938183,-0.9370217943215003,-1.1357185874655527,-0.2749147480922337,1.170878708,0.520175444,-0.6819986824060371,-0.8019593630586037,0.788111423,0.99233877,0.974810341,0.923708669,0.006708406,0.003012584,0.853237706,0.999037863,5
-0.6764050733845286,-0.8121118882430868,-0.9973657149498358,-0.48352013509542574,1.297552191,0.637220052,-0.6777430989919693,-0.8014892078306454,0.761240274,0.9888498,0.899742964,0.877028274,0.007064506,0.002578196,0.769178593,0.998049369,5
-0.6763030025480987,-0.9345208017948747,-1.1379373075550427,-0.26645673550684695,1.167534946,0.516138043,-0.681529562974565,-0.801332502348734,0.790237278,0.99228215,0.973563187,0.924667176,0.00670024,0.003021425,0.855009387,0.998253339,5
-0.6755204594688027,-0.8864570348027332,-1.020755705735992,-0.4501605601126651,1.275820505,0.621001572,-0.6784802866699968,-0.8001313359024733,0.773698809,0.990274463,0.944219534,0.88495191,0.00699851,0.002647671,0.783139883,0.99914592,5
-0.6740914677587838,-0.9044809474247861,-1.270744270809415,-0.031919077282005506,1.049424005,0.303273094,-0.6754310103654285,-0.797938975034861,0.76828479,0.988842938,0.956520582,0.975594507,0.006344265,0.003545182,0.951784642,0.998825651,5
-0.6736831844130642,-0.9078342334940055,-1.0363572739888745,-0.42033485664032394,1.259176693,0.607696024,-0.6787818634473717,-0.7973128410701649,0.787661984,0.992151831,0.958954568,0.890804821,0.006946879,0.002698359,0.793533229,0.999198547,5
-0.6735811135766342,-0.9129852534836671,-1.1938947097760033,-0.1638588989156327,1.115233763,0.442693503,-0.6769724027831224,-0.797156324440828,0.757943925,0.990645017,0.962263101,0.946223398,0.006539718,0.003233803,0.895338718,0.998511968,5
-0.6727305232730516,-0.7009318256814201,-0.9918580593826708,-0.48079555826968745,1.299286096,0.6384619,-0.6671879117838484,-0.795852299102846,0.759656652,0.98283959,0.842534348,0.876686794,0.00705578,0.002571003,0.768579735,0.998604963,5
-0.6713695787873194,-0.858843655491066,-1.0567725121180478,-0.3792668411844907,1.237148493,0.588756561,-0.6724822596533185,-0.7937668776915018,0.782616866,0.988634678,0.931005952,0.898530058,0.00688012,0.002766344,0.807356266,0.998819588,5
-0.6712675079508894,-0.8680931362319955,-1.1057299346594553,-0.3003067681029479,1.191598158,0.543808892,-0.6713764781362773,-0.7936105212496161,0.7960388,0.987756433,0.936629385,0.915345918,0.006753421,0.002924453,0.83785815,0.998390229,5
-0.6710633662780296,-0.8409315190713204,-1.11961885062078,-0.28034679629332343,1.179669807,0.530484185,-0.6724152425916797,-0.7932978302862325,0.798969072,0.988843061,0.920666621,0.920302508,0.006716444,0.00297195,0.846956707,0.999129255,5
-0.6708932482173131,-0.9371382278655709,-1.1133875622835843,-0.2871019375413068,1.184387496,0.535842011,-0.6764697748208309,-0.7930372761227704,0.790184922,0.992555092,0.979912348,0.918178168,0.006731478,0.002951196,0.843051148,0.998499238,5
-0.6707911773808832,-0.8184412156987382,-1.1580099802633521,-0.21417584648992402,1.144328878,0.486151306,-0.6679586079926954,-0.7928809517183746,0.772240756,0.98519241,0.907840655,0.934161662,0.006616005,0.003107876,0.87265801,0.998607762,5
